calendario,sector,nombreestablecimiento,telefono,nombre_Rector,correo_Electronico,direccion,secretaria,zona,tipo_Establecimiento,etnias,genero,niveles,jornadas,caracter,especialidad,grados,modelos_Educativos,capacidades_Excepcionales,discapacidades,idiomas,numero_de_Sedes,estado,prestador_de_Servicio,propiedad_Planta_Fisica,resguardo,matricula_Contratada,internado,estrato_Socio_Economico,año
A,,INST INGABO SEDE CHAPINERO                                                                          ,3471719 -- 3474244,DIEGO ALBERTO BAEZ PALENCIA,direccionchapinero@ingabo.edu.co -- institutoingabo@hotmail.com,CL 62 13 A 25 ESTE,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,FIN DE SEMANA",ACADÉMICO,ACADÉMICA,"21,22,23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL TECNISISTEMAS SEDE SUBA                                                                         ,7432640  --  4877877,ERNESTO PARRA HERRERA,gerencia@institutotecnisistemas.com,AC 145 94 C 12,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"MEDIA,BÁSICA SECUNDARIA","MAÑANA,NOCTURNA,FIN DE SEMANA",ACADÉMICO,ACADÉMICA,"23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,PREESC SANTA PAULA                                                                                  ,2159255 -- 2142448,LUZ ANGELA PINEDA OVALLE,preescolarsantapaula@hotmail.com,KR 11 B 119 10,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,ALLEGRO PREESC                                                                                      ,2741624,JALIMA DEL SOCORRO ARSANIOS TRONCOSO,allegropreescolarsas@hotmail.com -- arsaniosjalima@hotmail.com,CL 134 A 11 09,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,DI-COGNITIVO,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,CENT MARIA AUXILIADORA                                                                              ,6711158,SOR DIVIAM DUARTE TORRES,cmasecretaria@yahoo.com -- cenmauxi@hotmail.com,CL 170 8 41,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,FEMENINO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,COL CASABLANCA                                                                                      ,6711781,WILLIAM ALBERTO TORRES CORDOBA,colcasablanca@hotmail.com -- contacto@colegiocasablanca.net,CL 163 A 8 A 74,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMNASIO INFANTIL PAULO FREIRE,4361102 /  2234135  /2529225,RUTH STELLA DULCEY ORDOÑEZ,gimnasiopaulofreire@yahoo.com                     ,CL 66 74 17,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,DI-COGNITIVO,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC PSICOPEDAG NUEVA SOCIEDAD                                                                       ,4357577,LUZ HELENA BLANCO PATACON,,KR 105 A 70 B 22,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF BURBUJITAS DE AMOR,2448724  2690316,CARDOZO LOPEZ YANETH,,CL 24 A 40 41,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,MÚLTIPLE DISCAPACIDAD,FRANCES,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL NSTRA SRA DE LORETO                                                                             ,7770765,ZORAIDA NIÑO CASTIBLANCO,col_nuestraseoradeloreto@hotmail.com,KR 78 H 56 B 26 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GUARD JARD PIOLIN                                                                                   ,2452314,BEATRIZ SARMIENTO PARRA,,CLL. 45 NO.7-21,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL NUEVA CIENCIA                                                                                   ,/5374585,MARYS STELLA BLANCO,nuevaciencia@tutopia.com                          ,CL 137 A 112 A 03,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,"INGLÉS,FRANCES",1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,,,2016
A,,INST LEONARD EULER                                                                                  ,4521189 -- 4545105,SANDY YOLANDA ADAME OCHOA,instueuler@hotmail.com,CL 54 SUR 77 P 40,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL INF MODERNO INGLES                                                                              ,2582361,DIANA MARCELA MONROY BUENO,,TV 41 146 45,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF GIMN CASTELLO                                                                              ,6251850,ADRIANA CASASBUENAS SALAVARRIETA,gimnasiocastello@yahoo.es,CL 127 B 46 07,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL MAYOR PRIMEROS MAESTROS,2518170 -- 2241814 -- 3202663031,MARIA FERNANDA GAONA STEIN,informacion@colegiomayorprimerosmaestros.edu.co,CL 74 A 81 A 14,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,NOCTURNA,TARDE,FIN DE SEMANA",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN PRESENCIA DEL DIVINO NIÑO                                                                      ,4119570 -- 4242204,BLANCA NELIDA ROMERO CELEITA,gimprediv@hotmail.com,CL 11 73 A 06,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5,6,7,8",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL PSICOPEDAG LOS APOSTOLES                                                                        ,2727379,GLADYS MARINA BOHORQUEZ S,,AV. CARACAS NO.31C-12 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL PSICOPEDAG INFANTIL LA ALDEA                                                                    ,2676877,ROCIO ANGELCA GARAVITO,,CR. 117A NO.31C-21,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL SANTO TOMAS DE AQUINO                                                                           ,2581241 -- 2581242 -- 2580010,FR ISMAEL LEONARDO BALLESTEROS GUERRERO OP,colegio@santotomas.edu.co,KR 21 132 46,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MASCULINO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,HEBREO,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
B,,COL  MONTESSORI BRITISH SCHOOL                                                                      ,6528585,CLAUDIA ESPERANZA DIAZ RUIZ,calidad@mbs.edu.co -- administracion@mbs.edu.co,CL 128 72 80,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,CENT EDUC SAGRADA FAMILIA DE NAZARETH                                                               ,6698309,HNA INMACULADA VELASCO POLONIO,secretaria@colegionazaret.edu.co,KR 50 166 75,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,TÉCNICO / ACADÉMICO,"COMERCIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL",INGLÉS,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,FUND COL SAN BENITO DE TIBATI                                                                       ,6790200,PADRE NICOLAS DARIO CANO AGUDELO OSB,vice.csbt@hotmail.com -- tibati.secretaria@hotmail.com -- csbt79@hotmail.com,KR 12 188 A 65,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"MEDIA,BÁSICA SECUNDARIA",COMPLETA,TÉCNICO,"INDUSTRIAL,COMERCIAL","6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
B,,GIMN LA ARBOLEDA                                                                                    ,6690107 -- 5101476 -- 5109824,MARTHA ISABELA FRANCO ALBIS,academica@gimnasiolaarboleda.edu.co,KR 32 184 23,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,DI-COGNITIVO,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,CENT DE INTEGRACION EDUCACION DEL NORTE (CIEN )                                                     ,6826393,LUIS ALFONSO ALVAREZ BOBADILLA,colegiocien@hotmail.com,KR 100 A 135 A 04,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,NOCTURNA",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,15",EDUCACIÓN TRADICIONAL,,HIPOACUSIA O BAJA AUDICIÓN,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL EUCARISTICO MERCEDARIO                                                                          ,6815123 / 6818505                                 ,HNA CLAUDIA INES CORDOBA ROJAS,coleucaristicomercedario@gmail.com,KR 91 136 53,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,FEMENINO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,INST EDUCACION Y VIDA                                                                               ,6815248,MYRIAM MUÑOZ ALVAREZ, inseducacionyvida@gmail.com,CL 153 92 80,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL",INGLÉS,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
B,,COL SAN MATEO APOSTOL                                                                               ,6760885 -- 3074700,CARLOS ALBERTO CASAS HERRERA,sma@csma.edu.co -- secretaria@csma.edu.co  --  rectoria@csma.edu.co,CL 215 50 24,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC HYPATIA                                                                                         ,6813699 / 6842636 / 5380293                       ,JUDITH GUERRERO VILLARRAGA,hypatialiceo1@aloportal.com                       ,CL 153 92 60,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC CAMPO DAVID                                                                                     ,7676146 / 7141427 / 7141167                       ,HENRY DAVID ROMERO VIVAS,licampdavid@unete.com   lcd@liceocampodavid.edu.co                            ,CL 46 SUR 21 27,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,FRANCES,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,INST  EDUC COMPARTIR SUBA                                                                           ,6970024 -- 6971161 -- 6870818,RAFAEL ANTONIO DEHAQUIZ MEJIA,suba@colegioscompartir.org,KR 128 146 52,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE",ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,LESIÓN NEUROMUSCULAR,,1,NUEVO-ACTIVO,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,SI,,,2016
A,,JARD INF PEQUEÑOS ESTUDIANTES                                                                       ,2257203,ANA ISABEL CASTRO,,CR. 50 NO.72A-30,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC CULT LAS AMERICAS                                                                               ,6892650,ISABEL CRISTINA ROA PORRAS,palu2@laciudad.com                                ,CR. 111 NO.137-14/16-44,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,TÉCNICO / ACADÉMICO,"COMERCIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,"SV-BAJA VISIÓN,HIPOACUSIA O BAJA AUDICIÓN",FRANCES,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF SEMILLITAS - BILINGÜE                                                                      ,2536241 -- 5337640,DAMARIS CALDERON DUARTE,semillitasbilingue@yahoo.com,CL 99 71 03,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF LA CASITA DE SAMY                                                                          ,6333894 -- 6250870 -- 2580645,MIRYAM QUIÑONES CASTELLANOS,casitadesamy@hotmail.com -- jilacasitadesamy123@hotmail.com,KR 20 143 26,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL VILLA HERMOSA                                                                                   ,5698617 -- 5693331,MARIA STELLA GOMEZ HERNANDEZ,colegiovillahermosa@hotmail.com,CL 36 B SUR 1 58,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"0,1,2,3",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL SANTIAGO MAYOR                                                                                  ,4672565 -- 4372566,CARLOS EDGARDO DOMEC GALANTE,info@colegiosantiagomayor.edu.co,CL 175 72 35,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,"SV-BAJA VISIÓN,OTRA DISCAPACIDAD",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN LOS ALERCES                                                                                    ,4305567 -- 2766732,MARIO ERNESTO PEREZ MESA,alercescolegio@hotmail.com,CL 64 C 76 23,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC GUERNIKA                                                                                        ,7772379,MARTHA CECILIA OLIVEROS,lguernika@yahoo.com.mx,CL 61 SUR 71 H 03,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-1,0,1,2,3,4,5,6,7,8,9",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN CAMPESTRE LA SABANA                                                                            ,2510626 / 4360162                                 ,SANDRA JEANNETTE CRUZ MUÑOZ,gimclasabana@hotmail.com,CL 64 A 81 A 61,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,TRANSTORNO DEL ESPECTRO AUTISTA,FRANCES,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF BAMBI DE MODELIA                                                                           ,2636807,MARTHA LUCIA FORERO,marthaforero2002@yahoo.com                        ,KR 79 42 67,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC NUEVO CHILE                                                                                     ,2626483,GILMA GIOVANY GOMEZ,,AV. 68 NO.15-16 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,ACHAGUA,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,SÍNDROME DE DOWN,MÚLTIPLE DISCAPACIDAD",INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF U R EL GUALI                                                                               ,6602687,MARTHA PATRICIA OSPINA PELAEZ,jardinguali@yahoo.com.ar,AC 64 C 68 B 98,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,2","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL CIUDAD BOLIVAR                                                                                  ,7620542,MARIA HILDA QUINTERO MEDINA,mahiquime@yahoo.com.mx,KR 1 C 74 A 05 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,TÉCNICO,"OTRO,COMERCIAL","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL CENT DE PROMOCION SAN JOSE,6060001 / 2173560                                 ,JOSE BENIGNO MARTIN VILLAMIL,centrosanjose1997@hotmail.com                     ,KR 17 71 A 39,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",FIN DE SEMANA,ACADÉMICO,ACADÉMICA,"21,22,23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,INGLÉS,1,ANTIGUO-ACTIVO,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,NO,,,2016
A,,COL PEDAG DULCE MARIA                                                                               ,6889468  --  6086240  --  7968072,JACQUELINE AMELIA SARMIENTO ROBAYO,coldulmaria@hotmail.com --coldulmaria2@yahoo.es,TV 127 C 139 B 48,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,PARALISIS CEREBRAL,LIMITACIÓN FISICA (MOVILIDAD),MÚLTIPLE DISCAPACIDAD,HIPOACUSIA O BAJA AUDICIÓN",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,,,2016
A,,LIC PEDAG CREAR Y APRENDER                                                                          ,3662943,OMAIRA CASTELLANOS,,CR. 24C NO.23A-11 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC SANTA PAULA DEL SUR                                                                             ,7158224,PAULA YOVANNA PACHON HAMON,liceostapaula@hotmail.com                         ,KR 49 C 68 D 78 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE",NO APLICA,,"-2,-1,0,1,2,3,4,5,6,7,8,9",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
